time,mean_current,resolved_phase,epsilon_eff,slips,baseline_magnitude,gated_magnitude,baseline_entropy,gated_entropy,gated_alpha,gated_mu
9.0500,0.939146,2.752962,0.180000,0,1.554874,1.493163,0.912387,0.912632,1.044606,0.557950
9.1000,0.939184,2.769001,0.180000,0,1.555530,1.495171,0.912028,0.912266,1.044832,0.557720
9.1500,0.939220,2.784977,0.180000,0,1.556154,1.497133,0.911679,0.911910,1.045050,0.557496
9.2000,0.939255,2.800890,0.180000,0,1.556751,1.499052,0.911340,0.911565,1.045262,0.557279
9.2500,0.939288,2.816736,0.180000,0,1.557323,1.500929,0.911011,0.911230,1.045467,0.557067
9.3000,0.939319,2.832517,0.180000,0,1.557872,1.502766,0.910692,0.910904,1.045666,0.556863
9.3500,0.939347,2.848229,0.180000,0,1.558399,1.504566,0.910382,0.910588,1.045859,0.556664
9.4000,0.939374,2.863872,0.180000,0,1.558908,1.506330,0.910081,0.910281,1.046046,0.556470
9.4500,0.939397,2.879445,0.180000,0,1.559401,1.508060,0.909789,0.909983,1.046228,0.556283
9.5000,0.939419,2.894946,0.180000,0,1.559879,1.509757,0.909505,0.909693,1.046403,0.556100
9.5500,0.939437,2.910377,0.180000,0,1.560344,1.511423,0.909229,0.909412,1.046574,0.555924
9.6000,0.939452,2.925734,0.180000,0,1.560798,1.513060,0.908961,0.909139,1.046739,0.555752
9.6500,0.939464,2.941019,0.180000,0,1.561243,1.514669,0.908702,0.908874,1.046899,0.555585
9.7000,0.939474,2.956229,0.180000,0,1.561681,1.516252,0.908449,0.908617,1.047055,0.555423
9.7500,0.939479,2.971367,0.180000,0,1.562113,1.517810,0.908204,0.908367,1.047205,0.555266
9.8000,0.939482,2.986430,0.180000,0,1.562540,1.519345,0.907966,0.908124,1.047351,0.555113
9.8500,0.939482,3.001418,0.180000,0,1.562964,1.520857,0.907735,0.907888,1.047493,0.554965
9.9000,0.939478,3.016333,0.180000,0,1.563387,1.522348,0.907511,0.907660,1.047630,0.554821
9.9500,0.939471,3.031174,0.180000,0,1.563809,1.523820,0.907293,0.907438,1.047764,0.554681
10.0000,0.939461,3.045941,0.180000,0,1.564231,1.525274,0.907082,0.907222,1.047893,0.554545
10.0500,0.939448,3.060634,0.180000,0,1.564656,1.526709,0.906876,0.907012,1.048018,0.554413
10.1000,0.939432,3.075255,0.180000,0,1.565083,1.528128,0.906677,0.906809,1.048140,0.554285
10.1500,0.939412,3.089803,0.180000,0,1.565513,1.529532,0.906483,0.906612,1.048258,0.554161
10.2000,0.939391,3.104280,0.180000,0,1.565949,1.530921,0.906295,0.906420,1.048372,0.554040
10.2500,0.939366,3.118686,0.180000,0,1.566389,1.532297,0.906113,0.906234,1.048483,0.553923
10.3000,0.939339,3.133022,0.180000,0,1.566836,1.533659,0.905935,0.906053,1.048591,0.553810
10.3500,0.939310,-3.135896,0.180000,0,1.567289,1.535009,0.905763,0.905877,1.048695,0.553699
10.4000,0.939278,-3.121697,0.180000,0,1.567749,1.536348,0.905596,0.905707,1.048797,0.553592
10.4500,0.939245,-3.107563,0.180000,0,1.568217,1.537676,0.905434,0.905541,1.048895,0.553488
10.5000,0.939209,-3.093495,0.180000,0,1.568694,1.538993,0.905276,0.905381,1.048990,0.553386
10.5500,0.939173,-3.079490,0.180000,0,1.569178,1.540301,0.905123,0.905225,1.049083,0.553288
10.6000,0.939135,-3.065547,0.180000,0,1.569672,1.541599,0.904975,0.905073,1.049172,0.553193
10.6500,0.939096,-3.051665,0.180000,0,1.570174,1.542889,0.904830,0.904926,1.049260,0.553100
10.7000,0.939056,-3.037841,0.180000,0,1.570686,1.544170,0.904690,0.904783,1.049344,0.553010
10.7500,0.939016,-3.024073,0.180000,0,1.571207,1.545443,0.904554,0.904645,1.049426,0.552923
10.8000,0.938976,-3.010360,0.180000,0,1.571738,1.546708,0.904422,0.904510,1.049506,0.552838
10.8500,0.938935,-2.996700,0.180000,0,1.572278,1.547966,0.904294,0.904379,1.049583,0.552756
10.9000,0.938895,-2.983090,0.180000,0,1.572828,1.549216,0.904169,0.904252,1.049658,0.552676
10.9500,0.938855,-2.969528,0.180000,0,1.573387,1.550459,0.904049,0.904129,1.049730,0.552598
11.0000,0.938816,-2.956012,0.180000,0,1.573955,1.551695,0.903931,0.904009,1.049801,0.552523
11.0500,0.938778,-2.942540,0.180000,0,1.574533,1.552924,0.903817,0.903893,1.049869,0.552450
11.1000,0.938742,-2.929109,0.180000,0,1.575119,1.554146,0.903706,0.903780,1.049936,0.552379
11.1500,0.938707,-2.915717,0.180000,0,1.575714,1.555362,0.903599,0.903670,1.050000,0.552310
11.2000,0.938673,-2.902360,0.180000,0,1.576318,1.556570,0.903495,0.903564,1.050063,0.552243
11.2500,0.938642,-2.889038,0.180000,0,1.576929,1.557771,0.903393,0.903460,1.050123,0.552178
11.3000,0.938613,-2.875745,0.180000,0,1.577549,1.558966,0.903295,0.903360,1.050182,0.552115
11.3500,0.938586,-2.862481,0.180000,0,1.578175,1.560153,0.903199,0.903263,1.050239,0.552053
11.4000,0.938561,-2.849242,0.180000,0,1.578809,1.561332,0.903106,0.903168,1.050295,0.551994
11.4500,0.938539,-2.836026,0.180000,0,1.579449,1.562504,0.903016,0.903076,1.050349,0.551936
11.5000,0.938520,-2.822829,0.180000,0,1.580095,1.563668,0.902929,0.902987,1.050401,0.551880
11.5500,0.938504,-2.809648,0.180000,0,1.580746,1.564825,0.902844,0.902900,1.050452,0.551825
11.6000,0.938491,-2.796481,0.180000,0,1.581402,1.565972,0.902762,0.902816,1.050501,0.551772
11.6500,0.938481,-2.783325,0.180000,0,1.582062,1.567111,0.902681,0.902735,1.050549,0.551721
11.7000,0.938474,-2.770177,0.180000,0,1.582726,1.568242,0.902604,0.902655,1.050595,0.551671
11.7500,0.938470,-2.757034,0.180000,0,1.583393,1.569362,0.902528,0.902578,1.050640,0.551623
11.8000,0.938470,-2.743893,0.180000,0,1.584062,1.570473,0.902455,0.902503,1.050684,0.551576
11.8500,0.938473,-2.730750,0.180000,0,1.584733,1.571574,0.902384,0.902431,1.050726,0.551530
11.9000,0.938479,-2.717603,0.180000,0,1.585405,1.572664,0.902315,0.902360,1.050767,0.551486
11.9500,0.938488,-2.704450,0.180000,0,1.586077,1.573743,0.902247,0.902292,1.050807,0.551442
12.0000,0.938501,-2.691286,0.180000,0,1.586748,1.574811,0.902182,0.902225,1.050846,0.551401
12.0500,0.938516,-2.678109,0.180000,0,1.587419,1.575866,0.902119,0.902161,1.050884,0.551360
12.1000,0.938534,-2.664916,0.180000,0,1.588087,1.576909,0.902057,0.902098,1.050920,0.551321
12.1500,0.938556,-2.651704,0.180000,0,1.588753,1.577938,0.901998,0.902037,1.050956,0.551282
12.2000,0.938579,-2.638471,0.180000,0,1.589414,1.578954,0.901940,0.901978,1.050990,0.551245
12.2500,0.938606,-2.625213,0.180000,0,1.590072,1.579956,0.901884,0.901921,1.051023,0.551209
12.3000,0.938635,-2.611928,0.180000,0,1.590724,1.580943,0.901829,0.901865,1.051056,0.551174
12.3500,0.938666,-2.598612,0.180000,0,1.591370,1.581914,0.901776,0.901811,1.051087,0.551140
12.4000,0.938699,-2.585264,0.180000,0,1.592009,1.582870,0.901724,0.901759,1.051118,0.551107
12.4500,0.938733,-2.571881,0.180000,0,1.592641,1.583809,0.901674,0.901708,1.051147,0.551075
12.5000,0.938770,-2.558459,0.180000,0,1.593264,1.584730,0.901626,0.901658,1.051176,0.551044
12.5500,0.938807,-2.544997,0.180000,0,1.593877,1.585633,0.901579,0.901610,1.051204,0.551013
12.6000,0.938846,-2.531492,0.180000,0,1.594480,1.586518,0.901533,0.901563,1.051231,0.550984
12.6500,0.938885,-2.517942,0.180000,0,1.595071,1.587384,0.901489,0.901518,1.051258,0.550955
12.7000,0.938926,-2.504343,0.180000,0,1.595651,1.588229,0.901445,0.901474,1.051283,0.550928
12.7500,0.938966,-2.490695,0.180000,0,1.596217,1.589054,0.901403,0.901431,1.051308,0.550901
12.8000,0.939006,-2.476995,0.180000,0,1.596770,1.589858,0.901363,0.901390,1.051332,0.550875
12.8500,0.939047,-2.463241,0.180000,0,1.597308,1.590639,0.901323,0.901349,1.051356,0.550849
12.9000,0.939087,-2.449430,0.180000,0,1.597830,1.591398,0.901285,0.901310,1.051378,0.550825
12.9500,0.939126,-2.435562,0.180000,0,1.598336,1.592134,0.901248,0.901272,1.051400,0.550801
13.0000,0.939164,-2.421633,0.180000,0,1.598825,1.592846,0.901211,0.901235,1.051422,0.550778
13.0500,0.939201,-2.407643,0.180000,0,1.599295,1.593533,0.901176,0.901200,1.051443,0.550755
13.1000,0.939236,-2.393590,0.180000,0,1.599747,1.594195,0.901142,0.901165,1.051463,0.550733
13.1500,0.939270,-2.379473,0.180000,0,1.600179,1.594831,0.901109,0.901131,1.051482,0.550712
13.2000,0.939302,-2.365289,0.180000,0,1.600590,1.595441,0.901077,0.901098,1.051501,0.550691
13.2500,0.939332,-2.351038,0.180000,0,1.600980,1.596023,0.901046,0.901066,1.051520,0.550671
13.3000,0.939360,-2.336719,0.180000,0,1.601349,1.596578,0.901015,0.901035,1.051538,0.550652
13.3500,0.939385,-2.322329,0.180000,0,1.601694,1.597104,0.900986,0.901005,1.051555,0.550633
13.4000,0.939408,-2.307870,0.180000,0,1.602016,1.597602,0.900957,0.900976,1.051572,0.550614
13.4500,0.939427,-2.293339,0.180000,0,1.602314,1.598070,0.900930,0.900948,1.051588,0.550597
13.5000,0.939444,-2.278735,0.180000,0,1.602587,1.598508,0.900903,0.900920,1.051604,0.550579
13.5500,0.939458,-2.264059,0.180000,0,1.602835,1.598916,0.900876,0.900894,1.051620,0.550562
13.6000,0.939469,-2.249310,0.180000,0,1.603056,1.599294,0.900851,0.900868,1.051635,0.550546
13.6500,0.939477,-2.234487,0.180000,0,1.603251,1.599639,0.900826,0.900843,1.051649,0.550530
13.7000,0.939481,-2.219590,0.180000,0,1.603420,1.599954,0.900802,0.900818,1.051664,0.550515
13.7500,0.939482,-2.204619,0.180000,0,1.603560,1.600236,0.900779,0.900795,1.051677,0.550500
13.8000,0.939480,-2.189574,0.180000,0,1.603673,1.600486,0.900756,0.900771,1.051691,0.550486
13.8500,0.939475,-2.174454,0.180000,0,1.603757,1.600703,0.900735,0.900749,1.051704,0.550471
13.9000,0.939467,-2.159261,0.180000,0,1.603812,1.600887,0.900713,0.900727,1.051716,0.550458
13.9500,0.939455,-2.143994,0.180000,0,1.603838,1.601038,0.900693,0.900706,1.051728,0.550445
14.0000,0.939441,-2.128654,0.180000,0,1.603835,1.601156,0.900672,0.900686,1.051740,0.550432
14.0500,0.939423,-2.113241,0.180000,0,1.603802,1.601240,0.900653,0.900666,1.051752,0.550419
14.1000,0.939403,-2.097756,0.180000,0,1.603740,1.601291,0.900634,0.900647,1.051763,0.550407
14.1500,0.939380,-2.082200,0.180000,0,1.603647,1.601309,0.900616,0.900628,1.051774,0.550395
14.2000,0.939354,-2.066574,0.180000,0,1.603525,1.601292,0.900598,0.900610,1.051784,0.550384
14.2500,0.939326,-2.050878,0.180000,0,1.603372,1.601243,0.900580,0.900592,1.051794,0.550373
14.3000,0.939295,-2.035114,0.180000,0,1.603189,1.601160,0.900564,0.900575,1.051804,0.550362
14.3500,0.939263,-2.019283,0.180000,0,1.602977,1.601043,0.900547,0.900558,1.051814,0.550351
14.4000,0.939229,-2.003386,0.180000,0,1.602734,1.600894,0.900531,0.900542,1.051823,0.550341
14.4500,0.939193,-1.987425,0.180000,0,1.602462,1.600712,0.900516,0.900526,1.051832,0.550331
14.5000,0.939156,-1.971401,0.180000,0,1.602160,1.600497,0.900501,0.900511,1.051841,0.550322
14.5500,0.939117,-1.955316,0.180000,0,1.601829,1.600251,0.900486,0.900496,1.051850,0.550312
14.6000,0.939078,-1.939172,0.180000,0,1.601469,1.599973,0.900472,0.900482,1.051858,0.550303
14.6500,0.939038,-1.922970,0.180000,0,1.601081,1.599663,0.900459,0.900468,1.051866,0.550294
14.7000,0.938997,-1.906712,0.180000,0,1.600665,1.599323,0.900445,0.900454,1.051874,0.550286
14.7500,0.938957,-1.890401,0.180000,0,1.600221,1.598953,0.900432,0.900441,1.051882,0.550278
14.8000,0.938917,-1.874037,0.180000,0,1.599751,1.598553,0.900420,0.900428,1.051889,0.550270
14.8500,0.938877,-1.857625,0.180000,0,1.599254,1.598124,0.900408,0.900416,1.051896,0.550262
14.9000,0.938837,-1.841165,0.180000,0,1.598731,1.597667,0.900396,0.900404,1.051903,0.550254
14.9500,0.938799,-1.824660,0.180000,0,1.598183,1.597183,0.900384,0.900392,1.051910,0.550247
15.0000,0.938761,-1.808113,0.180000,0,1.597612,1.596673,0.900373,0.900381,1.051916,0.550240
15.0500,0.938726,-1.791526,0.180000,0,1.597017,1.596137,0.900362,0.900370,1.051923,0.550233
15.1000,0.938691,-1.774902,0.180000,0,1.596399,1.595577,0.900352,0.900359,1.051929,0.550226
15.1500,0.938659,-1.758242,0.180000,0,1.595760,1.594992,0.900342,0.900349,1.051935,0.550219
15.2000,0.938628,-1.741551,0.180000,0,1.595100,1.594385,0.900332,0.900338,1.051941,0.550213
15.2500,0.938600,-1.724830,0.180000,0,1.594421,1.593757,0.900322,0.900329,1.051947,0.550207
15.3000,0.938574,-1.708082,0.180000,0,1.593723,1.593108,0.900313,0.900319,1.051952,0.550201
15.3500,0.938551,-1.691310,0.180000,0,1.593008,1.592440,0.900304,0.900310,1.051957,0.550195
15.4000,0.938530,-1.674518,0.180000,0,1.592277,1.591753,0.900295,0.900301,1.051963,0.550189
15.4500,0.938512,-1.657707,0.180000,0,1.591530,1.591050,0.900286,0.900292,1.051968,0.550184
15.5000,0.938498,-1.640880,0.180000,0,1.590769,1.590331,0.900278,0.900284,1.051973,0.550179
15.5500,0.938486,-1.624042,0.180000,0,1.589996,1.589597,0.900270,0.900275,1.051977,0.550173
15.6000,0.938477,-1.607194,0.180000,0,1.589211,1.588851,0.900262,0.900267,1.051982,0.550168
15.6500,0.938472,-1.590339,0.180000,0,1.588417,1.588093,0.900255,0.900260,1.051986,0.550163
15.7000,0.938470,-1.573481,0.180000,0,1.587613,1.587324,0.900247,0.900252,1.051991,0.550159
15.7500,0.938471,-1.556623,0.180000,0,1.586802,1.586546,0.900240,0.900245,1.051995,0.550154
15.8000,0.938475,-1.539767,0.180000,0,1.585984,1.585761,0.900233,0.900238,1.051999,0.550150
15.8500,0.938483,-1.522917,0.180000,0,1.585162,1.584969,0.900226,0.900231,1.052003,0.550145
15.9000,0.938494,-1.506075,0.180000,0,1.584337,1.584173,0.900220,0.900224,1.052007,0.550141
15.9500,0.938507,-1.489244,0.180000,0,1.583509,1.583373,0.900213,0.900218,1.052011,0.550137
16.0000,0.938524,-1.472428,0.180000,0,1.582681,1.582572,0.900207,0.900211,1.052014,0.550133
16.0500,0.938544,-1.455629,0.180000,0,1.581853,1.581770,0.900201,0.900205,1.052018,0.550129
16.1000,0.938566,-1.438850,0.180000,0,1.581028,1.580969,0.900195,0.900199,1.052021,0.550125
16.1500,0.938591,-1.422095,0.180000,0,1.580206,1.580170,0.900190,0.900193,1.052025,0.550122
16.2000,0.938619,-1.405365,0.180000,0,1.579389,1.579375,0.900184,0.900188,1.052028,0.550118
16.2500,0.938649,-1.388664,0.180000,0,1.578579,1.578585,0.900179,0.900182,1.052031,0.550115
16.3000,0.938681,-1.371994,0.180000,0,1.577776,1.577801,0.900174,0.900177,1.052034,0.550111
16.3500,0.938714,-1.355358,0.180000,0,1.576982,1.577026,0.900169,0.900172,1.052037,0.550108
16.4000,0.938750,-1.338759,0.180000,0,1.576198,1.576260,0.900164,0.900167,1.052040,0.550105
16.4500,0.938787,-1.322199,0.180000,0,1.575426,1.575505,0.900159,0.900162,1.052043,0.550102
16.5000,0.938825,-1.305680,0.180000,0,1.574667,1.574761,0.900154,0.900157,1.052045,0.550099
16.5500,0.938864,-1.289206,0.180000,0,1.573922,1.574031,0.900150,0.900153,1.052048,0.550096
16.6000,0.938904,-1.272778,0.180000,0,1.573193,1.573315,0.900146,0.900148,1.052051,0.550093
16.6500,0.938944,-1.256399,0.180000,0,1.572480,1.572615,0.900141,0.900144,1.052053,0.550091
16.7000,0.938985,-1.240071,0.180000,0,1.571785,1.571932,0.900137,0.900140,1.052055,0.550088
16.7500,0.939025,-1.223795,0.180000,0,1.571109,1.571267,0.900133,0.900136,1.052058,0.550086
16.8000,0.939065,-1.207575,0.180000,0,1.570452,1.570621,0.900129,0.900132,1.052060,0.550083
16.8500,0.939105,-1.191412,0.180000,0,1.569817,1.569996,0.900126,0.900128,1.052062,0.550081
16.9000,0.939143,-1.175308,0.180000,0,1.569203,1.569391,0.900122,0.900124,1.052064,0.550078
16.9500,0.939181,-1.159265,0.180000,0,1.568613,1.568809,0.900118,0.900121,1.052066,0.550076
17.0000,0.939217,-1.143283,0.180000,0,1.568046,1.568250,0.900115,0.900117,1.052068,0.550074
17.0500,0.939252,-1.127366,0.180000,0,1.567504,1.567715,0.900112,0.900114,1.052070,0.550072
17.1000,0.939285,-1.111514,0.180000,0,1.566987,1.567205,0.900108,0.900111,1.052072,0.550070
17.1500,0.939316,-1.095728,0.180000,0,1.566497,1.566720,0.900105,0.900107,1.052074,0.550068
17.2000,0.939345,-1.080011,0.180000,0,1.566033,1.566262,0.900102,0.900104,1.052076,0.550066
17.2500,0.939372,-1.064362,0.180000,0,1.565597,1.565830,0.900099,0.900101,1.052078,0.550064
17.3000,0.939396,-1.048784,0.180000,0,1.565189,1.565427,0.900097,0.900101,1.052079,0.550062
17.3500,0.939417,-1.033276,0.180000,0,1.564810,1.565051,0.900132,0.900136,1.052080,0.550062
17.4000,0.939435,-1.017840,0.180000,0,1.564460,1.564702,0.900201,0.900208,1.052060,0.550083
17.4500,0.939451,-1.002477,0.180000,0,1.564139,1.564376,0.900306,0.900313,1.052020,0.550127
17.5000,0.939464,-0.987187,0.180000,0,1.563849,1.564072,0.900443,0.900452,1.051961,0.550191
17.5500,0.939473,-0.971970,0.180000,0,1.563589,1.563789,0.900613,0.900623,1.051883,0.550276
17.6000,0.939479,-0.956827,0.180000,0,1.563359,1.563524,0.900814,0.900825,1.051787,0.550380
17.6500,0.939482,-0.941758,0.180000,0,1.563160,1.563277,0.901045,0.901057,1.051674,0.550504
17.7000,0.939482,-0.926763,0.180000,0,1.562992,1.563044,0.901306,0.901318,1.051543,0.550646
17.7500,0.939478,-0.911843,0.180000,0,1.562856,1.562825,0.901594,0.901607,1.051396,0.550805
17.8000,0.939472,-0.896996,0.180000,0,1.562750,1.562618,0.901910,0.901924,1.051233,0.550982
17.8500,0.939462,-0.882223,0.180000,0,1.562675,1.562422,0.902253,0.902267,1.051054,0.551176
17.9000,0.939449,-0.867524,0.180000,0,1.562631,1.562236,0.902620,0.902635,1.050860,0.551385
17.9500,0.939433,-0.852898,0.180000,0,1.562618,1.562057,0.903012,0.903028,1.050651,0.551610
18.0000,0.939414,-0.838344,0.180000,0,1.562636,1.561885,0.903428,0.903444,1.050428,0.551850
